#
#
# US Geological Survey, Water Resources Data
# retrieved: 2022-11-17 19:14:47 EST      (vaww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 14048000 JOHN DAY RIVER AT MCDONALD FERRY, OR
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		113351	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	14048000	00060	113351	2012	10	269.5
USGS	14048000	00060	113351	2012	11	482.5
USGS	14048000	00060	113351	2012	12	967.1
USGS	14048000	00060	113351	2013	1	684.4
USGS	14048000	00060	113351	2013	2	1813
USGS	14048000	00060	113351	2013	3	3518
USGS	14048000	00060	113351	2013	4	4630
USGS	14048000	00060	113351	2013	5	2511
USGS	14048000	00060	113351	2013	6	968.7
USGS	14048000	00060	113351	2013	7	258.6
USGS	14048000	00060	113351	2013	8	49.4
USGS	14048000	00060	113351	2013	9	85.2
USGS	14048000	00060	113351	2013	10	413.3
USGS	14048000	00060	113351	2013	11	435.1
USGS	14048000	00060	113351	2013	12	401.7
USGS	14048000	00060	113351	2014	1	450.8
USGS	14048000	00060	113351	2014	2	2530
USGS	14048000	00060	113351	2014	3	6033
USGS	14048000	00060	113351	2014	4	5023
USGS	14048000	00060	113351	2014	5	4055
USGS	14048000	00060	113351	2014	6	1427
USGS	14048000	00060	113351	2014	7	391.9
USGS	14048000	00060	113351	2014	8	114.8
USGS	14048000	00060	113351	2014	9	82.4
USGS	14048000	00060	113351	2014	10	219.6
USGS	14048000	00060	113351	2014	11	364.3
USGS	14048000	00060	113351	2014	12	1871
USGS	14048000	00060	113351	2015	1	2485
USGS	14048000	00060	113351	2015	2	3469
USGS	14048000	00060	113351	2015	3	2516
USGS	14048000	00060	113351	2015	4	2451
USGS	14048000	00060	113351	2015	5	2081
USGS	14048000	00060	113351	2015	6	1061
USGS	14048000	00060	113351	2015	7	179.6
USGS	14048000	00060	113351	2015	8	33.9
USGS	14048000	00060	113351	2015	9	43.3
USGS	14048000	00060	113351	2015	10	171.9
USGS	14048000	00060	113351	2015	11	313.6
USGS	14048000	00060	113351	2015	12	958.3
USGS	14048000	00060	113351	2016	1	1940
USGS	14048000	00060	113351	2016	2	4245
USGS	14048000	00060	113351	2016	3	5483
USGS	14048000	00060	113351	2016	4	5097
USGS	14048000	00060	113351	2016	5	2587
USGS	14048000	00060	113351	2016	6	769.7
USGS	14048000	00060	113351	2016	7	174.9
USGS	14048000	00060	113351	2016	8	34.9
USGS	14048000	00060	113351	2016	9	36.2
USGS	14048000	00060	113351	2016	10	286
USGS	14048000	00060	113351	2016	11	469.2
USGS	14048000	00060	113351	2016	12	401.5
USGS	14048000	00060	113351	2017	1	759.5
USGS	14048000	00060	113351	2017	2	6345
USGS	14048000	00060	113351	2017	3	9809
USGS	14048000	00060	113351	2017	4	8947
USGS	14048000	00060	113351	2017	5	6789
USGS	14048000	00060	113351	2017	6	2632
USGS	14048000	00060	113351	2017	7	378.9
USGS	14048000	00060	113351	2017	8	102.9
USGS	14048000	00060	113351	2017	9	102.5
USGS	14048000	00060	113351	2017	10	356.5
USGS	14048000	00060	113351	2017	11	564.3
USGS	14048000	00060	113351	2017	12	564.1
USGS	14048000	00060	113351	2018	1	1098
USGS	14048000	00060	113351	2018	2	1690
USGS	14048000	00060	113351	2018	3	2838
USGS	14048000	00060	113351	2018	4	4050
USGS	14048000	00060	113351	2018	5	2908
USGS	14048000	00060	113351	2018	6	1079
USGS	14048000	00060	113351	2018	7	162
USGS	14048000	00060	113351	2018	8	20.2
USGS	14048000	00060	113351	2018	9	35.8
USGS	14048000	00060	113351	2018	10	221.1
USGS	14048000	00060	113351	2018	11	355.3
USGS	14048000	00060	113351	2018	12	409.5

